Complaint_No,Weapon_Type
20130919011600,"Personal Weapons (hands,feet,teeth,etc.)"
20130919012201,"Personal Weapons (hands,feet,teeth,etc.)"
20130919012701,"Personal Weapons (hands,feet,teeth,etc.)"
20130919013901,"Personal Weapons (hands,feet,teeth,etc.)"
20130919015801,"Personal Weapons (hands,feet,teeth,etc.)"
20130919054701,"Personal Weapons (hands,feet,teeth,etc.)"
20130919063802,"Personal Weapons (hands,feet,teeth,etc.)"
20130919070400,"Blunt Object(club,hammer,etc)           "
20130919082900,"Personal Weapons (hands,feet,teeth,etc.)"
20130919093903,Not Applicable/None                     
20130919095806,Undetermined Firearm                    
20130919095806,Handgun                                 
20130919105604,"Personal Weapons (hands,feet,teeth,etc.)"
20130919114702,Not Applicable/None                     
20130919114702,"Personal Weapons (hands,feet,teeth,etc.)"
20130919120601,"Personal Weapons (hands,feet,teeth,etc.)"
20130919121701,Not Applicable/None                     
20130919142502,"Personal Weapons (hands,feet,teeth,etc.)"
20130919145603,Not Applicable/None                     
20130919150901,"Personal Weapons (hands,feet,teeth,etc.)"
20130919154502,"Personal Weapons (hands,feet,teeth,etc.)"
20130919154703,"Personal Weapons (hands,feet,teeth,etc.)"
20130919162001,Not Applicable/None                     
20130919162504,Other Weapon                            
20130919162601,"Blunt Object(club,hammer,etc)           "
20130919162902,Handgun                                 
20130919171201,Other Weapon                            
20130919190700,"Personal Weapons (hands,feet,teeth,etc.)"
20130919202800,"Personal Weapons (hands,feet,teeth,etc.)"
20130919203201,"Blunt Object(club,hammer,etc)           "
20130919204203,"Blunt Object(club,hammer,etc)           "
20130919211704,"Personal Weapons (hands,feet,teeth,etc.)"
20130919214001,"Personal Weapons (hands,feet,teeth,etc.)"
20130919215500,"Personal Weapons (hands,feet,teeth,etc.)"
20130919215801,"Personal Weapons (hands,feet,teeth,etc.)"
20130919220409,Handgun                                 
20130919222805,"Personal Weapons (hands,feet,teeth,etc.)"
20130919224105,Knife                                   
20130919224105,"Personal Weapons (hands,feet,teeth,etc.)"
20130919233801,Handgun                                 
20130920015304,"Personal Weapons (hands,feet,teeth,etc.)"
20130920015304,Knife                                   
20130920032202,"Personal Weapons (hands,feet,teeth,etc.)"
20130920033201,Not Applicable/None                     
20130920043701,Knife                                   
20130920053500,Handgun                                 
20130920064000,"Personal Weapons (hands,feet,teeth,etc.)"
20130920072402,Undetermined Firearm                    
20130920072402,"Personal Weapons (hands,feet,teeth,etc.)"
20130920072902,"Personal Weapons (hands,feet,teeth,etc.)"
20130920074702,"Personal Weapons (hands,feet,teeth,etc.)"
20130920083301,"Personal Weapons (hands,feet,teeth,etc.)"
20130920091003,Not Applicable/None                     
20130920091003,Knife                                   
20130920092602,Knife                                   
20130920093000,"Personal Weapons (hands,feet,teeth,etc.)"
20130920102800,Handgun                                 
20130920103004,"Personal Weapons (hands,feet,teeth,etc.)"
20130920112302,"Personal Weapons (hands,feet,teeth,etc.)"
20130920115401,"Personal Weapons (hands,feet,teeth,etc.)"
20130920132108,Handgun                                 
20130920134700,"Personal Weapons (hands,feet,teeth,etc.)"
20130920135701,Knife                                   
20130920140602,"Personal Weapons (hands,feet,teeth,etc.)"
20130920141200,"Personal Weapons (hands,feet,teeth,etc.)"
20130920142803,"Personal Weapons (hands,feet,teeth,etc.)"
20130920144501,"Personal Weapons (hands,feet,teeth,etc.)"
20130920145903,Razor                                   
20130920151404,Unknown/Not Stated                      
20130920153100,"Personal Weapons (hands,feet,teeth,etc.)"
20130920155403,"Personal Weapons (hands,feet,teeth,etc.)"
20130920173604,"Personal Weapons (hands,feet,teeth,etc.)"
20130920174902,"Personal Weapons (hands,feet,teeth,etc.)"
20130920181900,"Personal Weapons (hands,feet,teeth,etc.)"
20130920183100,Other Weapon                            
20130920190103,"Personal Weapons (hands,feet,teeth,etc.)"
20130920191501,"Personal Weapons (hands,feet,teeth,etc.)"
20130920194803,"Personal Weapons (hands,feet,teeth,etc.)"
20130920195300,Handgun                                 
20130920195400,Other Weapon                            
20130920203200,"Personal Weapons (hands,feet,teeth,etc.)"
20130920203303,"Personal Weapons (hands,feet,teeth,etc.)"
20130920204502,Knife                                   
20130920205405,"Personal Weapons (hands,feet,teeth,etc.)"
20130920210604,"Personal Weapons (hands,feet,teeth,etc.)"
20130920212302,Knife                                   
20130921000600,Handgun                                 
20130921000600,Not Applicable/None                     
20130921002000,"Personal Weapons (hands,feet,teeth,etc.)"
20130921003304,"Personal Weapons (hands,feet,teeth,etc.)"
20130921010102,"Personal Weapons (hands,feet,teeth,etc.)"
20130921012402,"Personal Weapons (hands,feet,teeth,etc.)"
20130921012701,"Personal Weapons (hands,feet,teeth,etc.)"
20130921012900,Handgun                                 
20130921015702,"Personal Weapons (hands,feet,teeth,etc.)"
20130921020900,"Personal Weapons (hands,feet,teeth,etc.)"
20130921024203,Knife                                   
20130921035901,Knife                                   
20130921040503,"Personal Weapons (hands,feet,teeth,etc.)"
20130921050802,"Blunt Object(club,hammer,etc)           "
20130921061400,Other Cutting Instrument                
20130921073101,"Personal Weapons (hands,feet,teeth,etc.)"
20130921090703,"Personal Weapons (hands,feet,teeth,etc.)"
20130921091700,"Personal Weapons (hands,feet,teeth,etc.)"
20130921101500,"Personal Weapons (hands,feet,teeth,etc.)"
20130921110302,"Personal Weapons (hands,feet,teeth,etc.)"
20130921124300,"Personal Weapons (hands,feet,teeth,etc.)"
20130921131606,"Personal Weapons (hands,feet,teeth,etc.)"
20130921133401,"Personal Weapons (hands,feet,teeth,etc.)"
20130921134300,Handgun                                 
20130921135700,"Personal Weapons (hands,feet,teeth,etc.)"
20130921142400,"Personal Weapons (hands,feet,teeth,etc.)"
20130921153902,Unknown/Not Stated                      
20130921162300,"Personal Weapons (hands,feet,teeth,etc.)"
20130921175401,"Personal Weapons (hands,feet,teeth,etc.)"
20130921175401,Knife                                   
20130921195003,"Personal Weapons (hands,feet,teeth,etc.)"
20130921201601,"Personal Weapons (hands,feet,teeth,etc.)"
20130921202101,"Personal Weapons (hands,feet,teeth,etc.)"
20130921211201,Undetermined Firearm                    
20130921211600,"Personal Weapons (hands,feet,teeth,etc.)"
20130921214300,"Personal Weapons (hands,feet,teeth,etc.)"
20130921221901,"Personal Weapons (hands,feet,teeth,etc.)"
20130921223102,"Personal Weapons (hands,feet,teeth,etc.)"
20130921224700,Not Applicable/None                     
20130921225800,Handgun                                 
20130921234500,"Personal Weapons (hands,feet,teeth,etc.)"
20130922000502,"Personal Weapons (hands,feet,teeth,etc.)"
20130922015500,"Personal Weapons (hands,feet,teeth,etc.)"
20130922021300,"Personal Weapons (hands,feet,teeth,etc.)"
20130922024901,"Personal Weapons (hands,feet,teeth,etc.)"
20130922030703,Handgun                                 
20130922045800,"Personal Weapons (hands,feet,teeth,etc.)"
20130922071302,Handgun                                 
20130922072903,"Personal Weapons (hands,feet,teeth,etc.)"
20130922080500,Rifle                                   
20130922080700,Not Applicable/None                     
20130922083203,Not Applicable/None                     
20130922092201,"Personal Weapons (hands,feet,teeth,etc.)"
20130922101400,Shotgun                                 
20130922101400,Knife                                   
20130922120900,"Personal Weapons (hands,feet,teeth,etc.)"
20130922123603,Rifle                                   
20130922125200,"Personal Weapons (hands,feet,teeth,etc.)"
20130922141302,"Personal Weapons (hands,feet,teeth,etc.)"
20130922142901,"Personal Weapons (hands,feet,teeth,etc.)"
20130922143500,"Personal Weapons (hands,feet,teeth,etc.)"
20130922144801,Other Cutting Instrument                
20130922150800,"Personal Weapons (hands,feet,teeth,etc.)"
20130922154501,"Personal Weapons (hands,feet,teeth,etc.)"
20130922155603,"Personal Weapons (hands,feet,teeth,etc.)"
20130922163100,"Personal Weapons (hands,feet,teeth,etc.)"
20130922163403,"Personal Weapons (hands,feet,teeth,etc.)"
20130922163404,"Personal Weapons (hands,feet,teeth,etc.)"
20130922164701,"Personal Weapons (hands,feet,teeth,etc.)"
20130922170900,"Personal Weapons (hands,feet,teeth,etc.)"
20130922172700,"Personal Weapons (hands,feet,teeth,etc.)"
20130922173204,"Personal Weapons (hands,feet,teeth,etc.)"
20130922181602,"Personal Weapons (hands,feet,teeth,etc.)"
20130922182105,"Personal Weapons (hands,feet,teeth,etc.)"
20130922183701,"Personal Weapons (hands,feet,teeth,etc.)"
20130922184002,"Personal Weapons (hands,feet,teeth,etc.)"
20130922185000,"Personal Weapons (hands,feet,teeth,etc.)"
20130922191203,"Personal Weapons (hands,feet,teeth,etc.)"
20130922194700,Handgun                                 
20130922194700,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130922202003,"Personal Weapons (hands,feet,teeth,etc.)"
20130922202003,Handgun                                 
20130922202003,Knife                                   
20130922212200,"Personal Weapons (hands,feet,teeth,etc.)"
20130922215500,"Personal Weapons (hands,feet,teeth,etc.)"
20130922222900,"Personal Weapons (hands,feet,teeth,etc.)"
20130922222900,Knife                                   
20130922223800,"Personal Weapons (hands,feet,teeth,etc.)"
20130922224603,"Personal Weapons (hands,feet,teeth,etc.)"
20130922230600,"Personal Weapons (hands,feet,teeth,etc.)"
20130922230800,"Personal Weapons (hands,feet,teeth,etc.)"
20130922234500,Knife                                   
20130923000101,Handgun                                 
20130923000101,Rifle                                   
20130923005802,Rifle                                   
20130923010902,"Personal Weapons (hands,feet,teeth,etc.)"
20130923014001,"Personal Weapons (hands,feet,teeth,etc.)"
20130923014101,"Blunt Object(club,hammer,etc)           "
20130923014303,"Personal Weapons (hands,feet,teeth,etc.)"
20130923023600,"Personal Weapons (hands,feet,teeth,etc.)"
20130923025501,"Personal Weapons (hands,feet,teeth,etc.)"
20130923031103,"Personal Weapons (hands,feet,teeth,etc.)"
20130923032302,"Personal Weapons (hands,feet,teeth,etc.)"
20130923070402,"Personal Weapons (hands,feet,teeth,etc.)"
20130923084201,"Personal Weapons (hands,feet,teeth,etc.)"
20130923084801,Not Applicable/None                     
20130923084801,Handgun                                 
20130923091800,"Personal Weapons (hands,feet,teeth,etc.)"
20130923100400,"Personal Weapons (hands,feet,teeth,etc.)"
20130923103703,"Personal Weapons (hands,feet,teeth,etc.)"
20130923113502,Not Applicable/None                     
20130923123400,Handgun                                 
20130923124402,"Personal Weapons (hands,feet,teeth,etc.)"
20130923130402,Other Weapon                            
20130923132903,"Personal Weapons (hands,feet,teeth,etc.)"
20130923135204,"Personal Weapons (hands,feet,teeth,etc.)"
20130923141700,"Personal Weapons (hands,feet,teeth,etc.)"
20130923143702,"Personal Weapons (hands,feet,teeth,etc.)"
20130923143800,Other Weapon                            
20130923144603,"Personal Weapons (hands,feet,teeth,etc.)"
20130923144603,Handgun                                 
20130923155400,"Personal Weapons (hands,feet,teeth,etc.)"
20130923165003,"Personal Weapons (hands,feet,teeth,etc.)"
20130923170601,"Personal Weapons (hands,feet,teeth,etc.)"
20130923180502,"Personal Weapons (hands,feet,teeth,etc.)"
20130923182500,"Personal Weapons (hands,feet,teeth,etc.)"
20130923182803,"Personal Weapons (hands,feet,teeth,etc.)"
20130923183703,"Personal Weapons (hands,feet,teeth,etc.)"
20130923184704,"Personal Weapons (hands,feet,teeth,etc.)"
20130923190500,"Blunt Object(club,hammer,etc)           "
20130923193602,"Personal Weapons (hands,feet,teeth,etc.)"
20130923194602,"Personal Weapons (hands,feet,teeth,etc.)"
20130923200000,"Personal Weapons (hands,feet,teeth,etc.)"
20130923200903,Not Applicable/None                     
20130923203002,"Blunt Object(club,hammer,etc)           "
20130923203904,"Personal Weapons (hands,feet,teeth,etc.)"
20130923204003,"Personal Weapons (hands,feet,teeth,etc.)"
20130923205300,"Personal Weapons (hands,feet,teeth,etc.)"
20130923211400,Handgun                                 
20130923211702,"Personal Weapons (hands,feet,teeth,etc.)"
20130923220201,"Personal Weapons (hands,feet,teeth,etc.)"
20130923222401,"Personal Weapons (hands,feet,teeth,etc.)"
20130923223100,"Personal Weapons (hands,feet,teeth,etc.)"
20130923225402,"Personal Weapons (hands,feet,teeth,etc.)"
20130924001906,"Personal Weapons (hands,feet,teeth,etc.)"
20130924013702,Handgun                                 
20130924021303,"Personal Weapons (hands,feet,teeth,etc.)"
